"";"County Name";"Population"
"845";"Atascosa";"51831"
"846";"Atascosa";"51831"
"847";"Atascosa";"51831"
"848";"Atascosa";"51831"
"849";"Atascosa";"51831"
"850";"Atascosa";"51831"
"851";"Atascosa";"51831"
"852";"Atascosa";"51831"
"853";"Atascosa";"51831"
"854";"Atascosa";"51831"
"855";"Atascosa";"51831"
"856";"Atascosa";"51831"
"857";"Atascosa";"51831"
"858";"Atascosa";"51831"
"859";"Atascosa";"51831"
"860";"Atascosa";"51831"
"861";"Atascosa";"51831"
"862";"Atascosa";"51831"
"863";"Atascosa";"51831"
"864";"Atascosa";"51831"
"865";"Atascosa";"51831"
"866";"Atascosa";"51831"
"867";"Atascosa";"51831"
"868";"Atascosa";"51831"
"869";"Atascosa";"51831"
"870";"Atascosa";"51831"
"871";"Atascosa";"51831"
"872";"Atascosa";"51831"
"873";"Atascosa";"51831"
"874";"Atascosa";"51831"
"875";"Atascosa";"51831"
"876";"Atascosa";"51831"
"877";"Atascosa";"51831"
"878";"Atascosa";"51831"
"879";"Atascosa";"51831"
"880";"Atascosa";"51831"
"881";"Atascosa";"51831"
"882";"Atascosa";"51831"
"883";"Atascosa";"51831"
"884";"Atascosa";"51831"
"885";"Atascosa";"51831"
"886";"Atascosa";"51831"
"887";"Atascosa";"51831"
"888";"Atascosa";"51831"
"889";"Atascosa";"51831"
"890";"Atascosa";"51831"
"891";"Atascosa";"51831"
"892";"Atascosa";"51831"
"893";"Atascosa";"51831"
"894";"Atascosa";"51831"
"895";"Atascosa";"51831"
"896";"Atascosa";"51831"
"897";"Atascosa";"51831"
"898";"Atascosa";"51831"
"899";"Atascosa";"51831"
"900";"Atascosa";"51831"
"901";"Atascosa";"51831"
"902";"Atascosa";"51831"
"903";"Atascosa";"51831"
"904";"Atascosa";"51831"
"905";"Atascosa";"51831"
"906";"Atascosa";"51831"
"907";"Atascosa";"51831"
"908";"Atascosa";"51831"
"909";"Atascosa";"51831"
"910";"Atascosa";"51831"
"911";"Atascosa";"51831"
"912";"Atascosa";"51831"
"913";"Atascosa";"51831"
"914";"Atascosa";"51831"
"915";"Atascosa";"51831"
"916";"Atascosa";"51831"
"917";"Atascosa";"51831"
"918";"Atascosa";"51831"
"919";"Atascosa";"51831"
"920";"Atascosa";"51831"
"921";"Atascosa";"51831"
"922";"Atascosa";"51831"
"923";"Atascosa";"51831"
"924";"Atascosa";"51831"
"925";"Atascosa";"51831"
"926";"Atascosa";"51831"
"927";"Atascosa";"51831"
"928";"Atascosa";"51831"
"929";"Atascosa";"51831"
"930";"Atascosa";"51831"
"931";"Atascosa";"51831"
"932";"Atascosa";"51831"
"933";"Atascosa";"51831"
"934";"Atascosa";"51831"
"935";"Atascosa";"51831"
"936";"Atascosa";"51831"
"937";"Atascosa";"51831"
"938";"Atascosa";"51831"
"939";"Atascosa";"51831"
"940";"Atascosa";"51831"
"941";"Atascosa";"51831"
"942";"Atascosa";"51831"
"943";"Atascosa";"51831"
"944";"Atascosa";"51831"
"945";"Atascosa";"51831"
"946";"Atascosa";"51831"
"947";"Atascosa";"51831"
"948";"Atascosa";"51831"
"949";"Atascosa";"51831"
"950";"Atascosa";"51831"
"951";"Atascosa";"51831"
"952";"Atascosa";"51831"
"953";"Atascosa";"51831"
"954";"Atascosa";"51831"
"955";"Atascosa";"51831"
"956";"Atascosa";"51831"
"957";"Atascosa";"51831"
"958";"Atascosa";"51831"
"959";"Atascosa";"51831"
"960";"Austin";"30402"
"961";"Austin";"30402"
"962";"Austin";"30402"
"963";"Austin";"30402"
"964";"Austin";"30402"
"965";"Austin";"30402"
"966";"Austin";"30402"
"967";"Austin";"30402"
"968";"Austin";"30402"
"969";"Austin";"30402"
"970";"Austin";"30402"
"971";"Austin";"30402"
"972";"Austin";"30402"
"973";"Austin";"30402"
"974";"Austin";"30402"
"975";"Austin";"30402"
"976";"Austin";"30402"
"977";"Austin";"30402"
"978";"Austin";"30402"
"979";"Austin";"30402"
"980";"Austin";"30402"
"981";"Austin";"30402"
"982";"Austin";"30402"
"983";"Austin";"30402"
"984";"Austin";"30402"
"985";"Austin";"30402"
"986";"Austin";"30402"
"987";"Austin";"30402"
